Sample Number,Label D,Sample Date,Received Date,District,School,Sample Point,Result,MCL,Consumption Point,Additional Sampling Completed
1415189,M1005472,12/03/2020 04:08:00 PM,12/11/2020 02:04:21 PM,Caesar Rodney,DOVER AIR FORCE BASE MIDDLE SCHOOL,ROOM 130,0.0074,0.015,true,false
1415190,M1005470,12/03/2020 04:11:00 PM,12/11/2020 02:04:51 PM,Caesar Rodney,DOVER AIR FORCE BASE MIDDLE SCHOOL,ROOM 181,0.00282,0.015,true,false
1415215,M1005469,12/03/2020 04:02:00 PM,12/11/2020 02:06:39 PM,Caesar Rodney,DOVER AIR FORCE BASE MIDDLE SCHOOL,ROOM 226,0.00353,0.015,true,false
1426311,M1005594,12/17/2020 10:22:00 AM,12/21/2020 01:03:57 PM,Caesar Rodney,ALLEN FREAR ELEMENTARY SCHOOL,ROOM 141,0.00278,0.015,true,false
1426313,M1005596,12/17/2020 10:27:00 AM,12/21/2020 01:05:35 PM,Caesar Rodney,ALLEN FREAR ELEMENTARY SCHOOL,ROOM 167,0.00212,0.015,true,false
1426314,M1005597,12/17/2020 09:07:00 AM,12/21/2020 01:06:37 PM,Caesar Rodney,ALLEN FREAR ELEMENTARY SCHOOL,ROOM 246,0.0021,0.015,true,false
1426310,M1005593,12/17/2020 10:20:00 AM,12/21/2020 01:03:05 PM,Caesar Rodney,ALLEN FREAR ELEMENTARY SCHOOL,NURSES OFFICE,0.00214,0.015,true,false
1426312,M1005595,12/17/2020 10:24:00 AM,12/21/2020 01:04:56 PM,Caesar Rodney,ALLEN FREAR ELEMENTARY SCHOOL,ROOM 161,0.00196,0.015,true,false
1415241,M1005518,12/02/2020 06:30:00 AM,12/11/2020 02:10:54 PM,Caesar Rodney,CAESAR RODNEY HIGH SCHOOL,BOILER RM,0.0209,0.015,false,false
1415255,M1005516,12/04/2020 07:30:00 AM,12/11/2020 02:14:05 PM,Caesar Rodney,CAESAR RODNEY HIGH SCHOOL,D WING RESTROOM,0.00074,0.015,true,false
1415257,M1005523,12/02/2020 07:10:00 AM,12/11/2020 02:15:14 PM,Caesar Rodney,CAESAR RODNEY HIGH SCHOOL,CAFE,0.0005,0.015,true,false
1415249,M1005515,12/04/2020 07:15:00 AM,12/11/2020 02:11:50 PM,Caesar Rodney,CAESAR RODNEY HIGH SCHOOL,WEIGHT ROOM,0.00323,0.015,true,false
1415256,M1005522,12/02/2020 06:40:00 AM,12/11/2020 02:14:45 PM,Caesar Rodney,CAESAR RODNEY HIGH SCHOOL,BOY LOCKER ROOM,0.00129,0.015,true,false
1415250,M1005519,12/04/2020 07:15:00 AM,12/11/2020 02:12:22 PM,Caesar Rodney,CAESAR RODNEY HIGH SCHOOL,B WING RESTROOM,0.00168,0.015,false,false
1415251,M1005517,12/04/2020 07:00:00 AM,12/11/2020 02:12:58 PM,Caesar Rodney,CAESAR RODNEY HIGH SCHOOL,C WING RESTROOM,0.00058,0.015,false,false
1415253,M1005520,12/02/2020 07:00:00 AM,12/11/2020 02:13:32 PM,Caesar Rodney,CAESAR RODNEY HIGH SCHOOL,FRONT OFFICE,0.0005,0.015,true,false
1415269,M1005521,12/02/2020 06:45:00 AM,12/11/2020 02:16:13 PM,Caesar Rodney,CAESAR RODNEY HIGH SCHOOL,GIRLS LOCKER ROOM,0.00176,0.015,true,false
1436161,M1005531,01/06/2021 10:09:00 AM,01/06/2021 01:48:48 PM,Caesar Rodney,CAESAR RODNEY HIGH SCHOOL,BOILER ROOM HS,0.00609,0.015,false,false
1415225,M1005548,12/08/2020 05:23:00 AM,12/11/2020 02:09:06 PM,Caesar Rodney,FRED FIFER III MIDDLE SCHOOL,GIRLS BATHROOM,0.00082,0.015,false,false
1415230,M1005546,12/08/2020 05:33:00 AM,12/11/2020 02:09:55 PM,Caesar Rodney,FRED FIFER III MIDDLE SCHOOL,BOYS BATHROOM,0.00052,0.015,false,false
1415213,M1005544,12/08/2020 05:20:00 AM,12/11/2020 02:06:31 PM,Caesar Rodney,FRED FIFER III MIDDLE SCHOOL,KITCHEN,0.00168,0.015,true,false
1415222,M1005547,12/08/2020 05:22:00 AM,12/11/2020 02:08:31 PM,Caesar Rodney,FRED FIFER III MIDDLE SCHOOL,NURSES OFFICE,0.00082,0.015,true,false
1415217,M1005545,12/08/2020 05:25:00 AM,12/11/2020 02:07:08 PM,Caesar Rodney,FRED FIFER III MIDDLE SCHOOL,CLASS RM 126,0.00067,0.015,true,false
1415219,M1005549,12/08/2020 05:37:00 AM,12/11/2020 02:07:54 PM,Caesar Rodney,FRED FIFER III MIDDLE SCHOOL,CLASS RM 204,0.00175,0.015,true,false
1415243,M1005575,12/07/2020 09:25:00 AM,12/11/2020 02:10:56 PM,Caesar Rodney,JOHN S CHARLTON SCHOOL,NURSE STATION,0.00074,0.015,true,false
1415231,M1005576,12/07/2020 09:30:00 AM,12/11/2020 02:10:15 PM,Caesar Rodney,JOHN S CHARLTON SCHOOL,200 WING ROOM 200,0.00095,0.015,true,false
1415247,M1005574,12/07/2020 09:15:00 AM,12/11/2020 02:11:27 PM,Caesar Rodney,JOHN S CHARLTON SCHOOL,KITCHEN,0.00301,0.015,true,false
1415220,M1005577,12/07/2020 09:20:00 AM,12/11/2020 02:07:58 PM,Caesar Rodney,JOHN S CHARLTON SCHOOL,ROOM 101 CLASS SINK,0.00068,0.015,true,false
1415254,M1005565,12/10/2020 04:30:00 PM,12/11/2020 02:13:55 PM,Caesar Rodney,J. RALPH MCILVAINE EARLY CHILDHOOD CENTER,TEACHERS LOUNGE,0.00106,0.015,true,false
1415263,M1005566,12/10/2020 04:30:00 PM,12/11/2020 02:15:39 PM,Caesar Rodney,J. RALPH MCILVAINE EARLY CHILDHOOD CENTER,TIRANGLE POD,0.00067,0.015,true,false
1415252,M1005568,12/10/2020 04:30:00 PM,12/11/2020 02:13:07 PM,Caesar Rodney,J. RALPH MCILVAINE EARLY CHILDHOOD CENTER,ROMBUS,0.0005,0.015,true,false
1415268,M1005567,12/10/2020 04:30:00 PM,12/11/2020 02:16:11 PM,Caesar Rodney,J. RALPH MCILVAINE EARLY CHILDHOOD CENTER,KITCHEN,0.00121,0.015,true,false
1483671,M1005456,03/31/2021 06:32:00 AM,04/13/2021 02:16:30 PM,Caesar Rodney,F. NIEL POSTLETHWAIT MIDDLE SCHOOL,RM 126 HOME EC,0.0005,0.015,true,false
1483692,M1005455,03/31/2021 06:30:00 AM,04/13/2021 02:19:12 PM,Caesar Rodney,F. NIEL POSTLETHWAIT MIDDLE SCHOOL,RM 126 HOME EC,0.0005,0.015,true,false
1483688,M1005454,03/31/2021 06:22:00 AM,04/13/2021 02:18:49 PM,Caesar Rodney,F. NIEL POSTLETHWAIT MIDDLE SCHOOL,RM 126 HOME EC,0.00088,0.015,true,false
1483683,M1005453,03/31/2021 06:22:00 AM,04/13/2021 02:18:22 PM,Caesar Rodney,F. NIEL POSTLETHWAIT MIDDLE SCHOOL,TEACHERS LOUNGE,0.0005,0.015,true,false
1483676,M1005452,03/31/2021 06:16:00 AM,04/13/2021 02:17:49 PM,Caesar Rodney,F. NIEL POSTLETHWAIT MIDDLE SCHOOL,TEACHERS LOUNGE,0.0005,0.015,true,false
1483673,M1005451,03/31/2021 06:08:00 AM,04/13/2021 02:17:07 PM,Caesar Rodney,F. NIEL POSTLETHWAIT MIDDLE SCHOOL,TEACHERS LOUNGE,0.0005,0.015,true,false
1436172,M1005602,01/06/2021 07:57:00 AM,01/06/2021 01:53:36 PM,Caesar Rodney,W.B. SIMPSON ELEMENTARY SCHOOL,ART ROOM SINK,0.0005,0.015,false,false
1436170,M1005601,01/06/2021 07:53:00 AM,01/06/2021 01:52:59 PM,Caesar Rodney,W.B. SIMPSON ELEMENTARY SCHOOL,NURSES OFFICE,0.00064,0.015,true,false
1436173,M1005599,01/06/2021 07:50:00 AM,01/06/2021 01:54:20 PM,Caesar Rodney,W.B. SIMPSON ELEMENTARY SCHOOL,ADMIN OFFICE,0.00085,0.015,true,false
1436174,M1005598,01/06/2021 07:48:00 AM,01/06/2021 01:54:55 PM,Caesar Rodney,W.B. SIMPSON ELEMENTARY SCHOOL,KITCHEN,0.00113,0.015,true,false
1436177,M1005600,01/06/2021 07:46:00 AM,01/06/2021 01:55:42 PM,Caesar Rodney,W.B. SIMPSON ELEMENTARY SCHOOL,CUSTODIAL OFFICE,0.00119,0.015,true,false
1436157,M1005592,01/05/2021 01:28:00 PM,01/06/2021 01:46:39 PM,Caesar Rodney,STAR HILL ELEMENTARY SCHOOL,GYM BATHROOM,0.00064,0.015,false,false
1436155,M1005591,01/05/2021 01:25:00 PM,01/06/2021 01:45:59 PM,Caesar Rodney,STAR HILL ELEMENTARY SCHOOL,MENS GANG BATHROOM,0.0005,0.015,false,false
1436154,M1005590,01/05/2021 01:17:00 PM,01/06/2021 01:45:04 PM,Caesar Rodney,STAR HILL ELEMENTARY SCHOOL,ROOM 25,0.0005,0.015,true,false
1436152,M1005589,01/05/2021 01:15:00 PM,01/06/2021 01:44:16 PM,Caesar Rodney,STAR HILL ELEMENTARY SCHOOL,KITCHEN,0.0005,0.015,true,false
1505427,M1005553,05/22/2021 01:20:00 PM,05/24/2021 01:03:23 PM,Caesar Rodney,NELLIE HUGHES STOKES ELEMENTARY SCHOOL,MAIN OFFICE BS,0.0005,0.015,true,false
1512071,M1004521,05/22/2021 01:18:00 PM,06/10/2021 01:39:24 PM,Caesar Rodney,NELLIE HUGHES STOKES ELEMENTARY SCHOOL,NURSES OFFICE RM,0.000894,0.015,true,false
1505430,M1005551,05/22/2021 01:16:00 PM,05/24/2021 01:05:45 PM,Caesar Rodney,NELLIE HUGHES STOKES ELEMENTARY SCHOOL,CLASSROOM 2 BS,0.000557,0.015,true,false
1505431,M1005554,05/22/2021 01:13:00 PM,05/24/2021 01:06:14 PM,Caesar Rodney,NELLIE HUGHES STOKES ELEMENTARY SCHOOL,STAFF BS,0.0005,0.015,false,false
1505433,M1005550,05/22/2021 01:12:00 PM,05/24/2021 01:08:03 PM,Caesar Rodney,NELLIE HUGHES STOKES ELEMENTARY SCHOOL,CLASSROOM 34,0.00229,0.015,true,false
1415275,M1005460,12/03/2020 08:09:00 AM,12/11/2020 02:19:40 PM,Caesar Rodney,MAJOR GEORGE S. WELCH ELEMENTARY SCHOOL,SSB ROOM KITCHEN SIN,0.00156,0.015,true,false
1415273,M1005458,12/03/2020 08:17:00 AM,12/11/2020 02:18:17 PM,Caesar Rodney,MAJOR GEORGE S. WELCH ELEMENTARY SCHOOL,RM 205,0.00547,0.015,true,false
1415274,M1005461,12/03/2020 08:14:00 AM,12/11/2020 02:19:02 PM,Caesar Rodney,MAJOR GEORGE S. WELCH ELEMENTARY SCHOOL,NURSE OFFICE,0.00693,0.015,true,false
1415270,M1005457,12/03/2020 08:20:00 AM,12/11/2020 02:17:39 PM,Caesar Rodney,MAJOR GEORGE S. WELCH ELEMENTARY SCHOOL,RM 215,0.00317,0.015,true,false
1415285,M1005459,12/03/2020 08:05:00 AM,12/11/2020 02:20:52 PM,Caesar Rodney,MAJOR GEORGE S. WELCH ELEMENTARY SCHOOL,GIRLS BATHROOM,0.00272,0.015,false,false
1419190,M1005587,12/15/2020 06:07:00 AM,12/15/2020 12:36:01 PM,Caesar Rodney,W. REILY BROWN ELEMENTARY SCHOOL,MAIN OFFICE,0.0005,0.015,true,false
1419200,M1005588,12/15/2020 06:10:00 AM,12/15/2020 12:36:41 PM,Caesar Rodney,W. REILY BROWN ELEMENTARY SCHOOL,POD 101,0.00085,0.015,true,false
1419177,M1005585,12/15/2020 06:02:00 AM,12/15/2020 12:34:17 PM,Caesar Rodney,W. REILY BROWN ELEMENTARY SCHOOL,KITCHEN,0.00281,0.015,true,false
1419179,M1005586,12/15/2020 06:05:00 AM,12/15/2020 12:35:11 PM,Caesar Rodney,W. REILY BROWN ELEMENTARY SCHOOL,NURSE OFFICE,0.0005,0.015,true,false
1419155,M1005584,12/15/2020 06:00:00 AM,12/15/2020 01:49:20 PM,Caesar Rodney,W. REILY BROWN ELEMENTARY SCHOOL,TEACHER LOUNGE,0.0005,0.015,true,false
1475112,M1005419,03/24/2021 06:57:00 AM,03/26/2021 02:15:05 PM,Cape Henelopen,BEACON MIDDLE SCHOOL,NURSE OFFICE,0.00101,0.015,true,false
1475120,M1005417,03/24/2021 06:55:00 AM,03/26/2021 02:21:00 PM,Cape Henelopen,BEACON MIDDLE SCHOOL,KITCHEN,0.00084,0.015,true,false
1475118,M1005665,03/24/2021 06:52:00 AM,03/26/2021 02:20:27 PM,Cape Henelopen,BEACON MIDDLE SCHOOL,GIRLS LOCKEROOM,0.00218,0.015,true,false
1475116,M1005418,03/24/2021 06:50:00 AM,03/26/2021 02:19:07 PM,Cape Henelopen,BEACON MIDDLE SCHOOL,TEACHER LOUNGE,0.0005,0.015,true,false
1475115,M1005664,03/24/2021 06:47:00 AM,03/26/2021 02:16:54 PM,Cape Henelopen,BEACON MIDDLE SCHOOL,GIRLS BR 8TH GRADE,0.0005,0.015,false,false
1475114,M1005420,03/24/2021 06:45:00 AM,03/26/2021 02:15:50 PM,Cape Henelopen,BEACON MIDDLE SCHOOL,COPY ROOM,0.0005,0.015,true,false
1475121,M1005416,03/24/2021 06:40:00 AM,03/26/2021 02:22:29 PM,Cape Henelopen,BEACON MIDDLE SCHOOL,BOYS BR BY GYM,0.00104,0.015,false,false
1475138,M1005667,03/25/2021 10:01:00 AM,03/26/2021 02:33:13 PM,Cape Henelopen,CAPE HENELOPEN HIGH SCHOOL,D WING BOYS BR SPED,0.0005,0.015,false,false
1475123,M1005668,03/25/2021 09:50:00 AM,03/26/2021 02:24:44 PM,Cape Henelopen,CAPE HENELOPEN HIGH SCHOOL,VOC TECH BR,0.00213,0.015,false,false
1475127,M1005674,03/25/2021 09:30:00 AM,03/26/2021 02:28:51 PM,Cape Henelopen,CAPE HENELOPEN HIGH SCHOOL,UPSTAIR FACULTY SINK,0.0005,0.015,true,false
1475137,M1005670,03/25/2021 09:25:00 AM,03/26/2021 02:32:22 PM,Cape Henelopen,CAPE HENELOPEN HIGH SCHOOL,LIBRARY BATHROOM,0.0005,0.015,true,false
1475130,M1005673,03/25/2021 09:15:00 AM,03/26/2021 02:30:16 PM,Cape Henelopen,CAPE HENELOPEN HIGH SCHOOL,MAIN OFFICE SINK,0.0005,0.015,true,false
1475125,M1005666,03/25/2021 09:10:00 AM,03/26/2021 02:26:50 PM,Cape Henelopen,CAPE HENELOPEN HIGH SCHOOL,C124,0.00067,0.015,true,false
1475126,M1005675,03/25/2021 09:00:00 AM,03/26/2021 02:27:36 PM,Cape Henelopen,CAPE HENELOPEN HIGH SCHOOL,BOYS GYM BATHROOM,0.00062,0.015,false,false
1475132,M1005671,03/25/2021 08:49:00 AM,03/26/2021 02:31:01 PM,Cape Henelopen,CAPE HENELOPEN HIGH SCHOOL,BOYS CAFE BR,0.0005,0.015,false,false
1475124,M1005672,03/25/2021 08:45:00 AM,03/26/2021 02:25:44 PM,Cape Henelopen,CAPE HENELOPEN HIGH SCHOOL,MAINTENENCE BR,0.00147,0.015,false,false
1475140,M1005669,03/25/2021 08:30:00 AM,03/26/2021 02:33:55 PM,Cape Henelopen,CAPE HENELOPEN HIGH SCHOOL,CAFETERIA,0.00062,0.015,true,false
1490330,M1005815,04/22/2021 07:18:00 AM,04/23/2021 03:03:07 PM,Cape Henelopen,H.O. BRITTINGHAM ELEMENTARY SCHOOL,4/5 BOYS BR,0.00123,0.015,false,false
1490329,M1005814,04/22/2021 07:15:00 AM,04/23/2021 03:02:30 PM,Cape Henelopen,H.O. BRITTINGHAM ELEMENTARY SCHOOL,2/3 BOYS BATH,0.00087,0.015,false,false
1490328,M1005813,04/22/2021 07:10:00 AM,04/23/2021 03:01:47 PM,Cape Henelopen,H.O. BRITTINGHAM ELEMENTARY SCHOOL,TEACHER LOUNGE,0.00147,0.015,true,false
1490327,M1005812,04/22/2021 07:03:00 AM,04/23/2021 03:01:21 PM,Cape Henelopen,H.O. BRITTINGHAM ELEMENTARY SCHOOL,CONTINENTAL HANDSINK,0.00464,0.015,false,false
1475101,M1005511,03/24/2021 07:15:00 AM,03/26/2021 02:09:06 PM,Cape Henelopen,LOVE CREEK ELEMENTARY SCHOOL,B WING CHILDREN'S BR,0.0005,0.015,true,false
1475105,M1005513,03/24/2021 07:00:00 AM,03/26/2021 02:10:25 PM,Cape Henelopen,LOVE CREEK ELEMENTARY SCHOOL,MOCK APT. D-211,0.0005,0.015,true,false
1475102,M1005514,03/24/2021 06:45:00 AM,03/26/2021 02:09:53 PM,Cape Henelopen,LOVE CREEK ELEMENTARY SCHOOL,TEACHER LOUNGE SINK,0.0005,0.015,true,false
1475110,M1005512,03/24/2021 06:30:00 AM,03/26/2021 02:12:35 PM,Cape Henelopen,LOVE CREEK ELEMENTARY SCHOOL,CAFE KITCHEN ICE,0.0005,0.015,true,false
1475095,M1005507,03/26/2021 06:15:00 AM,03/26/2021 02:06:37 PM,Cape Henelopen,MARINER MIDDLE SCHOOL,OFFICE BATH,0.00183,0.015,false,false
1475081,M1005506,03/26/2021 06:05:00 AM,03/26/2021 01:57:09 PM,Cape Henelopen,MARINER MIDDLE SCHOOL,KITCHEN,0.00255,0.015,true,false
1475086,M1005508,03/26/2021 06:00:00 AM,03/26/2021 02:00:10 PM,Cape Henelopen,MARINER MIDDLE SCHOOL,TECH GIRLS BATH,0.00281,0.015,false,false
1475087,M1005504,03/26/2021 05:55:00 AM,03/26/2021 02:00:42 PM,Cape Henelopen,MARINER MIDDLE SCHOOL,TEACHERS BREAKROOM,0.00253,0.015,true,false
1475085,M1005509,03/26/2021 05:50:00 AM,03/26/2021 01:59:23 PM,Cape Henelopen,MARINER MIDDLE SCHOOL,TEACHERS 6 BATHROOM,0.00149,0.015,false,false
1475089,M1005510,03/26/2021 05:48:00 AM,03/26/2021 02:01:15 PM,Cape Henelopen,MARINER MIDDLE SCHOOL,NURSE,0.00521,0.015,true,false
1475097,M1005505,03/26/2021 05:45:00 AM,03/26/2021 02:07:17 PM,Cape Henelopen,MARINER MIDDLE SCHOOL,GIRLS 8TH BATH,0.00092,0.015,false,false
1494279,M1005930,04/30/2021 09:50:00 AM,04/30/2021 02:01:59 PM,Cape Henelopen,MILTON ELEMENTARY SCHOOL,TEACHER LOUNGE,0.0136,0.015,true,false
1490323,M1005832,04/20/2021 06:47:00 AM,04/23/2021 02:58:06 PM,Cape Henelopen,MILTON ELEMENTARY SCHOOL,ROOM 315,0.00737,0.015,true,false
1490324,M1005829,04/20/2021 06:47:00 AM,04/23/2021 02:58:54 PM,Cape Henelopen,MILTON ELEMENTARY SCHOOL,ROOM 129 VANBUSKIRK,0.00557,0.015,true,false
1490325,M1005831,04/20/2021 06:42:00 AM,04/23/2021 02:59:26 PM,Cape Henelopen,MILTON ELEMENTARY SCHOOL,TEACHER LOUNGE,0.013,0.015,true,false
1490326,M1005830,04/20/2021 06:36:00 AM,04/23/2021 03:00:09 PM,Cape Henelopen,MILTON ELEMENTARY SCHOOL,KITCHEN SINK,0.00182,0.015,true,false
1515830,M1005934,06/19/2021 07:40:00 AM,06/22/2021 01:39:49 PM,Cape Henelopen,REHOBOTH ELEMENTARY SCHOOL,4/5 BATHROOM,0.0005,0.015,false,false
1515826,M1005933,06/19/2021 07:35:00 AM,06/22/2021 01:39:03 PM,Cape Henelopen,REHOBOTH ELEMENTARY SCHOOL,2/3 BATHROOM,0.0005,0.015,false,false
1515831,M1005932,06/19/2021 07:30:00 AM,06/22/2021 01:40:38 PM,Cape Henelopen,REHOBOTH ELEMENTARY SCHOOL,KINDERGARTEN GANG BR,0.0005,0.015,false,false
1515832,M1005935,06/19/2021 07:27:00 AM,06/22/2021 01:41:23 PM,Cape Henelopen,REHOBOTH ELEMENTARY SCHOOL,KITCHEN BATHROOM,0.0005,0.015,false,false
1483695,M1005811,04/13/2021 10:00:00 AM,04/13/2021 02:20:47 PM,Cape Henelopen,RICHARD SHIELDS ELEMENTARY SCHOOL,NURSE,0.0147,0.015,true,false
1491592,M1005808,04/24/2021 07:30:00 AM,04/26/2021 02:29:48 PM,Cape Henelopen,SUSSEX CONSORTIUM,UPSTAIRS BREAKROOM,0.0005,0.015,true,false
1491598,M1005807,04/24/2021 07:30:00 AM,04/26/2021 02:30:59 PM,Cape Henelopen,SUSSEX CONSORTIUM,BACK SINK,0.0005,0.015,true,false
1491587,M1005809,04/24/2021 07:30:00 AM,04/26/2021 02:28:07 PM,Cape Henelopen,SUSSEX CONSORTIUM,ROOM 210,0.0005,0.015,true,false
1491604,M1005805,04/24/2021 07:30:00 AM,04/26/2021 02:33:19 PM,Cape Henelopen,SUSSEX CONSORTIUM,DOWNSTAIRS BREAKROOM,0.0005,0.015,true,false
1491583,M1005810,04/24/2021 07:30:00 AM,04/26/2021 02:26:18 PM,Cape Henelopen,SUSSEX CONSORTIUM,KITCHEN,0.0005,0.015,true,false
1491599,M1005806,04/24/2021 07:30:00 AM,04/26/2021 02:31:30 PM,Cape Henelopen,SUSSEX CONSORTIUM,ROOM 109,0.0005,0.015,true,false
1491606,M1005804,04/24/2021 07:30:00 AM,04/26/2021 02:35:57 PM,Cape Henelopen,SUSSEX CONSORTIUM,UPSTAIRS BATHROOM,0.0005,0.015,true,false
1489651,M1005821,04/19/2021 06:53:00 AM,04/22/2021 03:04:02 PM,Capital,BOOKER T WASHINGTON ELEMENTARY SCHOOL,KPOD 135 SINK,0.0046,0.015,true,false
1489652,M1005824,04/19/2021 06:42:00 AM,04/22/2021 03:04:44 PM,Capital,BOOKER T WASHINGTON ELEMENTARY SCHOOL,A109 NURSE OFFICE,0.0005,0.015,true,false
1489655,M1005822,04/19/2021 06:34:00 AM,04/22/2021 03:05:30 PM,Capital,BOOKER T WASHINGTON ELEMENTARY SCHOOL,101 NURSE SINK,0.0005,0.015,true,false
1489659,M1005823,04/19/2021 06:27:00 AM,04/22/2021 03:06:32 PM,Capital,BOOKER T WASHINGTON ELEMENTARY SCHOOL,TEACHER RESTROOM 121,0.00055,0.015,false,false
1489664,M1005825,04/19/2021 06:20:00 AM,04/22/2021 03:08:07 PM,Capital,BOOKER T WASHINGTON ELEMENTARY SCHOOL,CAFE KITCHEN SINK,0.00234,0.015,true,false
1490333,M1005848,04/23/2021 06:35:00 AM,04/23/2021 03:05:32 PM,Capital,CENTRAL MIDDLE SCHOOL,KCCS EAST WING,0.0005,0.015,true,false
1490332,M1005847,04/23/2021 06:29:00 AM,04/23/2021 03:05:03 PM,Capital,CENTRAL MIDDLE SCHOOL,ROOM 519,0.00273,0.015,true,false
1490334,M1005845,04/23/2021 06:25:00 AM,04/23/2021 03:05:55 PM,Capital,CENTRAL MIDDLE SCHOOL,ROOM 409,0.00057,0.015,true,false
1490336,M1005846,04/23/2021 06:15:00 AM,04/23/2021 03:06:52 PM,Capital,CENTRAL MIDDLE SCHOOL,AUDITORIUM LOUNGE,0.00138,0.015,true,false
1490335,M1005843,04/23/2021 06:10:00 AM,04/23/2021 03:06:19 PM,Capital,CENTRAL MIDDLE SCHOOL,NURSE,0.00084,0.015,true,false
1490331,M1005844,04/23/2021 06:00:00 AM,04/23/2021 03:04:23 PM,Capital,CENTRAL MIDDLE SCHOOL,CAFETERIA,0.00224,0.015,true,false
1499257,M1005862,05/06/2021 06:46:00 AM,05/10/2021 02:40:38 PM,Capital,DOVER HIGH SCHOOL,FIELD HOUSE,0.0005,0.015,true,false
1499262,M1005866,05/06/2021 06:43:00 AM,05/10/2021 02:44:06 PM,Capital,DOVER HIGH SCHOOL,H103,0.0005,0.015,true,false
1499261,M1005858,05/06/2021 06:40:00 AM,05/10/2021 02:42:33 PM,Capital,DOVER HIGH SCHOOL,CAFE,0.0005,0.015,true,false
1499260,M1005865,05/06/2021 06:37:00 AM,05/10/2021 02:42:12 PM,Capital,DOVER HIGH SCHOOL,C107,0.0005,0.015,true,false
1499259,M1005864,05/06/2021 06:35:00 AM,05/10/2021 02:41:20 PM,Capital,DOVER HIGH SCHOOL,A131,0.0006,0.015,true,false
1499268,M1005860,05/06/2021 06:31:00 AM,05/10/2021 02:49:33 PM,Capital,DOVER HIGH SCHOOL,C224,0.00136,0.015,true,false
1499266,M1005859,05/06/2021 06:28:00 AM,05/10/2021 02:48:35 PM,Capital,DOVER HIGH SCHOOL,A220,0.00124,0.015,true,false
1499264,M1005861,05/06/2021 06:25:00 AM,05/10/2021 02:47:49 PM,Capital,DOVER HIGH SCHOOL,C314,0.00134,0.015,true,false
1499263,M1005863,05/06/2021 06:23:00 AM,05/10/2021 02:47:20 PM,Capital,DOVER HIGH SCHOOL,A317,0.00129,0.015,true,false
1490322,M1005817,04/21/2021 08:20:00 AM,04/23/2021 02:55:42 PM,Capital,EAST DOVER ELEMENTARY SCHOOL,SSU POD SINK 102,0.00591,0.015,true,false
1490321,M1005816,04/21/2021 08:18:00 AM,04/23/2021 02:55:14 PM,Capital,EAST DOVER ELEMENTARY SCHOOL,STAFF LOUNGE,0.00162,0.015,true,false
1490318,M1005819,04/21/2021 08:10:00 AM,04/23/2021 02:54:15 PM,Capital,EAST DOVER ELEMENTARY SCHOOL,CLASSROOM SINK 128,0.0006,0.015,true,false
1490320,M1005818,04/21/2021 08:10:00 AM,04/23/2021 02:54:43 PM,Capital,EAST DOVER ELEMENTARY SCHOOL,KITCHEN,0.0047,0.015,true,false
1490317,M1005820,04/21/2021 08:01:00 AM,04/23/2021 02:53:30 PM,Capital,EAST DOVER ELEMENTARY SCHOOL,BATHROOM SINK R134,0.00294,0.015,false,false
1506831,M1005951,05/26/2021 08:52:00 AM,05/26/2021 02:54:24 PM,Capital,FAIRVIEW ELEMENTARY SCHOOL,BOYS BR,0.00737,0.015,false,false
1490337,M1005828,04/20/2021 07:50:00 AM,04/23/2021 03:08:12 PM,Capital,FAIRVIEW ELEMENTARY SCHOOL,BOYS BR,0.0101,0.015,false,false
1490338,M1005826,04/20/2021 07:43:00 AM,04/23/2021 03:08:39 PM,Capital,FAIRVIEW ELEMENTARY SCHOOL,OFFICE,0.00794,0.015,true,false
1490339,M1005827,04/20/2021 07:30:00 AM,04/23/2021 03:09:03 PM,Capital,FAIRVIEW ELEMENTARY SCHOOL,BREAKROOM,0.00099,0.015,true,false
1499254,M1005873,05/06/2021 06:50:00 AM,05/10/2021 02:37:21 PM,Capital,HARTLY ELEMENTARY SCHOOL,NURSE,0.00114,0.015,true,false
1499256,M1005872,05/06/2021 06:47:00 AM,05/10/2021 02:39:59 PM,Capital,HARTLY ELEMENTARY SCHOOL,LOUNGE,0.00165,0.015,true,false
1499253,M1005871,05/06/2021 06:45:00 AM,05/10/2021 02:36:36 PM,Capital,HARTLY ELEMENTARY SCHOOL,CLASSROOM #9,0.00151,0.015,true,false
1499255,M1005874,05/06/2021 06:40:00 AM,05/10/2021 02:38:37 PM,Capital,HARTLY ELEMENTARY SCHOOL,CLASSROOM 12,0.00306,0.015,true,false
1499258,M1005875,05/06/2021 06:37:00 AM,05/10/2021 02:40:49 PM,Capital,HARTLY ELEMENTARY SCHOOL,KITCHEN SINK,0.00566,0.015,true,false
1493156,M1005833,04/21/2021 10:00:14 AM,04/28/2021 02:39:37 PM,Capital,KENT COUNTY SECONDARY ILC,CAPITAL SCHOOL DIST,0.00179,0.015,true,false
1493153,M1005836,04/21/2021 09:55:14 AM,04/28/2021 02:38:49 PM,Capital,KENT COUNTY SECONDARY ILC,CAPITAL SCHOOL DIST,0.00866,0.015,true,false
1493149,M1005837,04/21/2021 07:39:14 AM,04/28/2021 02:37:55 PM,Capital,KENT COUNTY SECONDARY ILC,CAPITAL SCHOOL DIST,0.00101,0.015,true,false
